date,value
1204907636,A
419216366,B
1238279072,F
279442265,B
1320386603,D
599474840,B
874726610,C
1194350764,C
1062592048,A
425577693,F
1040580796,B
22213533,A
1078077665,C
1036514070,B
1100103880,F
1393004663,B
208602691,F
115179517,C
1055437903,B
1220232836,B
796809696,C
538420950,F
1027209576,A
784916355,D
28578171,B
315001990,C
186137367,B
204129966,A
1330916110,D
1491391485,F
1383308774,C
1514247292,F
814719528,A
60710427,B
149549934,C
689761292,A
1017150324,F
850275017,F
399352404,F
1324157155,F
1547527846,D
68171261,F
368056724,B
964748155,D
1245785700,B
1253046084,B
191438785,A
489606887,C
382209156,A
496936500,D
1356882239,B
818558280,D
666448361,C
396553816,B
746095577,F
305429271,C
187317460,A
1324197311,F
802050023,C
43158951,F
276037044,A
1359669048,D
1160311257,F
784686037,A
971859389,F
518015145,D
1523368734,A
1496363832,D
567004233,C
282161689,B
746933729,F
541956381,C
1517273007,C
515124386,B
91623384,B
813802621,B
1532674502,A
1022053531,C
304916509,F
1064177923,C
1481397295,B
829324217,D
747019081,D
1148015674,C
170171409,A
1002142115,A
1268484298,D
1171640872,B
1072468722,D
1218858805,C
1267448757,F
872186223,B
710843305,A
905821477,B
1546396162,B
92042111,D
699858710,C
1150397502,A
1518641483,B
872046848,A
1009512250,B
210023432,F
1303513687,F
872606172,A
600617101,F
1174618168,C
1359796545,F
800080371,D
574369874,D
1374520939,A
381296287,A
942611925,A
1497517463,B
285266343,B
893433586,D
551512913,F
1049187152,A
625323408,A
1343031516,B
895325467,F
1308671635,B
95571016,B
986209629,B
530617739,F
1334755717,F
585780387,C
525505375,B
759893788,F
1447192572,F
1079705553,A
1181106407,A
1502342573,D
175285625,C
69021653,F
938426808,D
1172271438,A
913219965,C
430921141,D
1192070278,A
650327069,C
1056188401,B
129590688,D
1452739520,A
640816899,D
1194348439,D
758405860,B
1237666398,A
930274789,C
1126033997,C
653373499,B
19308358,C
974163131,A
198775692,F
529187149,B
1337968821,B
660869069,D
283419076,A
441825878,F
1122220955,B
714559711,B
966118425,C
967625859,B
800316983,B
551996881,F
73621344,B
458448451,F
831184030,F
269181743,B
302143092,A
285105978,B
468892666,A
124943664,A
850570946,C
1382318886,D
1360706720,D
1433729010,B
1050935820,C
104683116,F
1522532781,D
82584970,B
640541909,B
513558773,C
17436184,F
274389060,A
502517031,A
392031535,B
281538957,D
667812610,D
673636070,B
425322972,C
645094859,D
914613712,F
149211863,F
671627732,F
1128970770,D
1130645892,F
628393083,F
907207105,B
1371740959,C
903857524,B
1300377053,F
1494629853,C
1080637360,F
181469408,D
247520350,B
1278211965,F
324053735,F
1296950625,B
878381192,D
1328415194,F
1395292091,F
1180075081,D
23071810,B
1224836669,D
1086218229,B
1519875935,F
322360894,F
113573437,F
909735583,A
811662081,B
966568294,D
268329128,C
1065802154,B
1458712553,C
1135965967,C
321586855,F
370539763,F
978303319,C
1109441311,D
779289044,D
811566591,D
985535275,F
1044867886,C
1538264616,A
3929832,B
497615912,F
979549597,D
1459965794,D
392370414,F
232407178,A
794252638,B
1072181783,B
780564967,D
520114665,F
218589534,B
352883587,B
632604536,B
965415806,D
1404946032,A
403400143,C
1484554614,C
713790084,C
903249746,D
825734410,A
1326892044,F
1384940366,C
1382527564,D
1310672943,C
1435944694,D
739442452,A
568223963,D
1082360266,D
1469286756,D
717464801,D
743366423,C
181045682,B
1038983980,C
954428947,B
115628184,D
1518977983,B
691262998,A
711563146,F
822004830,D
831267770,B
436610280,D
321953147,F
1540204264,B
356370032,D
1335689988,D
540245127,A
226969852,D
337791035,B
1160446263,F
820429747,A
386697303,A
122005599,F
485526653,F
389683136,B
1075126493,F
1329639274,F
542243527,A
616377273,F
623234767,A
645332972,A
634371546,C
603955310,D
604398788,D
1487469613,A
1318740065,F
1027770671,A
1542594461,A
914484365,B
546105197,F
415996488,D
584665533,B
1105667301,A
851468538,A
648679435,A
160531977,C
349179921,D
712499027,B
28047724,A
40453548,D
1239270119,A
250753598,B
159178253,F
582042834,F
96865665,F
1473501080,C
692988971,A
110392026,D
1111809173,B
381604828,A
541952517,D
43256228,D
486246563,D
872780774,B
6234572,D
1297912918,B
768917496,A
481386904,A
547898853,B
1338180681,D
832428849,A
690860558,F
779767793,F
1040933677,C
395560795,F
699894259,F
354322190,A
186239579,C
149040250,B
608213654,A
605998659,F
377170996,F
247746512,C
711744099,C
564189185,D
277594230,C
822659153,D
1464149352,B
1228560384,A
1478127619,F
25767227,C
191614604,A
793191570,C
261273865,A
226466135,B
1485693091,C
973729854,A
742141828,A
1142761005,B
59816832,D
1363671650,F
703491631,F
645107502,A
496873061,D
867499759,C
661385626,B
218753198,F
977717209,A
1016334144,D
940892910,A
591785773,F
1111084095,F
269748213,B
786400301,D
687517638,F
596838167,A
1238119264,D
264583646,B
423353537,C
673767170,A
246212746,A
213298019,F
686730522,D
325762780,F
323156837,B
159864608,B
612515932,C
988592075,D
630411823,A
419017620,F
845347722,A
1025451541,A
1410998222,B
1206676560,D
859985449,A
230205100,F
1334610960,B
1411829640,A
518067709,C
1541674489,B
1151088464,C
286714306,C
1070064662,F
50102752,A
992727739,A
1530510540,F
1402873468,B
1171653971,A
1466601483,C
200263732,A
368380149,F
881645989,D
1394191088,D
1122848338,C
325227814,D
376107920,D
584765953,F
676468309,F
259869946,C
539571391,D
470672519,C
542562412,D
537444714,D
667876004,F
1452609627,D
455740786,D
778614591,B
60840468,A
363488768,C
1431782413,B
138281296,C
1075807201,A
1268238465,D
960124267,F
1284762655,F
390325850,D
968327249,C
26643005,A
1532069551,A
979475507,F
80653229,D
1148402821,F
1189106746,F
503517668,D
1429981057,D
821105299,A
597135708,C
533307280,C
1382724088,A
714973687,B
1521016028,D
1328912663,F
1153363797,A
432296529,C
375001363,B
1518916605,D
754393649,B
346271320,C
1517420027,B
1245798521,C
1483823543,A
1389609784,A
931513893,C
799032606,F
690609389,F
225196870,A
1190323129,B
97515607,D
1334532976,C
88035060,D
958983734,B
1316712867,A
945667692,D
1542473702,A
746566695,B
545505136,B
1552640638,B
868704411,B
1015562227,F
273302940,B
418890591,F
691459242,D
313305871,A
1260354009,D
454425737,F
610130452,D
1190415551,B
900252399,A
1032099790,F
165870353,B
487221224,A
47406672,F
81351325,B
775014945,A
762678577,C
61296045,A
1042285731,F
1365687905,B
448406506,F
1143200737,F
275418407,A
998479161,D
1177186178,B
919040060,A
340571,B
827064148,B
1127240827,F
1025023640,B
550131121,B
1065573926,D
300932575,F
1218157095,F
641750622,B
1554722913,F
1200851411,D
358334418,C
19442454,C
1071193818,C
999470477,B
169832053,F
530607260,F
832798698,A
76634969,A
125798223,B
73608015,F
56378722,D
1059421065,B
824949315,F
540899893,C
1266814813,A
1405501516,C
1347379288,C
496946216,F
472682741,A
812779164,D
599575006,C
1364089640,A
960004345,B
619615971,D
262849671,F
813793822,C
1069439879,D
734156914,B
143008641,C
1343753371,D
905780024,B
1252775915,B
437079353,C
728304635,D
576546550,B
649615234,B
694133227,F
739162069,F
506973717,F
131007703,A
1154025041,B
16970537,F
1150293456,D
926638564,B
693002498,C
1025186379,D
715195501,A
789741701,C
759303284,D
1497673256,A
419061344,B
629753118,B
207171022,C
944495004,A
591625137,F
1168626279,B
53777504,C
1488248256,A
1435915169,B
1131035376,F
1198210571,F
953130179,A
893665412,A
1270757137,C
663198158,D
1276321506,C
1051923084,C
178532503,B
455280196,C
437250652,A
1278905783,F
1373936384,B
579843583,C
594044876,A
824240527,A
1190682032,C
919495446,D
165907206,A
379287100,A
103067660,D
388639064,F
380062110,A
1214210985,A
265928309,A
1289108354,A
837069581,F
1445329901,A
389058987,D
226661278,B
1478259724,A
1073709802,A
798251612,C
1127231813,B
324439592,F
1113279306,B
1409643129,C
748379284,F
486929958,A
843985562,A
551991455,D
177964791,C
959332372,A
399511274,F
51311745,A
62301640,A
1273570420,A
67410215,F
1377528179,A
214504902,D
383102901,B
482706942,D
273735550,F
1110547386,B
779399345,D
1545968499,D
639911345,C
550795850,C
1043714155,C
467669097,A
716607006,C
261605643,A
1552063492,D
1516327207,C
900683428,D
193890332,B
770170447,A
945861990,C
497791246,D
1187667599,C
722143797,F
1159209210,D
579621076,D
937495773,C
147897513,B
624054098,F
344296154,D
245921693,A
1006648390,D
523313228,C
1228579009,B
1237971197,B
876941373,A
1195901881,B
1401378569,F
1360668722,F
352630435,A
1273672082,D
1494090002,B
756112936,C
1002281712,A
849228954,B
1466301737,F
708138721,A
167195500,C
148098877,D
547950314,D
474881086,F
1464890582,B
885391068,B
794919401,D
997706815,A
1045906986,A
643218088,F
81924590,D
111483506,A
975056735,F
941099908,F
801245071,F
463165242,B
380637636,D
1286914451,A
7712115,C
1399276139,B
382332128,A
565486697,D
724084765,C
60019205,B
1115484258,A
1552978462,B
1459583220,C
551014342,D
292807459,F
660437204,C
857056523,B
472891423,F
917037287,B
1453324419,B
516274577,F
1336374359,C
765438054,C
232280155,D
1342654260,F
719877215,B
1445923335,D
1236398510,F
589261738,F
710330300,F
69227427,A
428950069,A
564131031,F
1245666590,C
342406487,B
572154843,F
1484078671,A
1095871920,D
218225377,C
447272188,A
761431356,C
1240228385,D
1517643045,C
181429991,A
407284888,C
1309057608,C
575719418,A
56651617,C
1424331079,A
53487605,A
510466638,B
171516314,D
445257946,C
1191093067,C
1080909226,B
613574007,C
843724851,B
884059898,A
1436515601,C
133739882,F
1459382382,F
879619313,C
462940278,A
1144944863,B
897135319,B
1352828095,C
657698078,A
398414074,A
600986445,B
1521086974,F
1254745140,A
1294189737,F
631424322,A
1491041044,F
879918594,D
353518603,C
385399186,A
286626149,F
674289531,B
104018766,F
867911915,A
648622925,B
1292240607,D
1035885624,F
366703880,C
1077748782,F
88799908,F
1514904318,B
901754275,F
1179805668,D
664244862,B
616965373,F
18033048,D
1496685578,D
1206382265,F
1039387818,B
1305859064,F
842219406,C
1364518122,D
633114263,B
872032341,B
430008917,A
899946973,A
1526151177,C
201837916,B
757387463,C
1319126803,C
212997040,B
62226130,B
421395901,D
715655031,A
1205821873,D
387185918,C
943349360,C
1104618496,B
400443148,B
1164894866,D
90198718,B
1150216866,C
1511015349,C
470610906,C
42788997,A
1315349390,A
578071638,F
1459038670,C
762423951,A
1029634800,D
568292567,D
1415893077,B
412321861,C
693182640,F
777844906,B
357111788,A
1219428498,C
140050207,D
974091756,B
1191072732,C
865901772,D
490553447,A
509664614,C
136302858,C
394518839,C
1349699100,D
373865632,F
953418706,D
271835523,B
1377367399,B
1506712183,B
826562151,F
414748973,F
149654357,A
10919792,D
815145808,A
663058414,F
337809366,F
1076725302,B
781559647,F
960741311,D
1526081790,A
24445155,B
314532108,D
356620906,B
14816021,A
980598754,D
1221720475,D
442311422,F
860959010,A
469087610,D
774785950,F
1549112034,A
754828433,C
957839935,B
936110757,C
131372028,D
362242611,C
602346860,B
1384111226,C
795297740,D
1392303001,F
822270998,F
413510157,A
402476384,C
1471057763,C
411544625,B
1428950803,D
1389207576,B
100408516,D
1518829489,B
1410663599,F
692413993,C
1499956908,F
527465672,D
1372244254,A
773062497,D
403978009,A
1555684927,D
1226320495,A
1533680521,A
89925656,D
963818924,A
1158972683,F
150774048,D
432354215,F
766113418,C
1380046704,D
778887323,F
1430601026,F
687567393,A
546839762,D
642270484,B
92989274,C
497055026,A
879684824,A
1318962025,C
610881376,B
1235726786,A
561105998,C
1453821426,D
930017217,D
749340126,B
68027552,D
420782271,B
1096736886,D
853675227,A
110860723,A
697095597,D
319608040,A
264166260,F
970010888,B
448763399,C
537153323,B
163066795,C
1094872003,B
837707869,F
643526524,F
652765369,D
856937732,A
1203251616,B
102249560,C
533019674,C
771181023,C
1244497380,C
705080066,F
572470028,C
610010366,F
1225749172,D
409481247,B
1167881690,A
1153092774,C
1308509636,C
1045744581,F
1255147674,C
535331116,F
335907685,D
50071256,D
62953072,A
1410283169,C
1242920409,A
779290121,A
1091841759,C
399034448,B
1136737429,B
282802130,B
365188592,F
1013633043,C
1260367048,C
1412456367,F
803981265,F
767011260,F
1119497163,F
300961908,B
1114259928,B
66154263,F
664477603,B
366834712,C
1010961892,A
468010091,A
656901374,B
493073277,C
814719127,A
1245903870,D
1156827786,F
179621626,B
661697880,C
512969873,C
813367562,B
49308276,B
478011235,B
267272632,D
162047237,C
510124840,D
468832977,D
743891421,B
819231389,B
456757190,B
626373525,D
1155698640,B
1347673888,F
1200107554,C
1434695482,B
1189345254,D
278373501,D
62351628,F
1181825830,F
1054762208,F
1540729240,A
1432060060,F
234725658,F
144818131,D
612666611,C
828979988,F
870331944,A
335067004,F
1444172039,F
1358301629,B
323722529,C
1319463566,C
783168946,B
1504454565,F
195101232,A
674671051,F
872727387,B
1427648563,D
153674838,D
900186999,F
1059935346,D
336183123,F
164964011,A
592851958,B
1069293829,D
1300315586,B
1289157797,F
1449707205,B
969685570,B
1529342210,A
1435814032,D
1061076855,F
1265843980,C
665450620,D
69070893,C
1548942936,F
1495624337,F
277747596,D
859793546,A
783624508,F
1543337462,C
1383427343,A
94922666,B
8098368,C
63744229,F
413864215,B
158520860,F
995139712,F
357444518,B
452199198,B
888336018,C
1367166032,A
557383968,B
569958583,D
1426026082,F
421752131,F
1282713628,A
892017288,A
1045657473,A
8795368,D
533043003,B
940882757,A
275093570,B
687543392,F
385713503,F
969175454,C
431923717,C
611174929,D
494728103,A
1082951306,D
476926962,D
1488521377,D
1448911511,D
1087522193,F
1457982507,A
877227929,C
1339699584,A
1407360831,F
1243942918,D
1052010672,B
1047640119,B
148161961,A
885590531,D
1049710395,D
638933509,F
2196728,A
1351571643,A
409405,B
1463111507,C
183931600,B
606753589,C
674315909,A
909654985,B
1257943241,C
49528751,F
901481591,D
109212310,C
1105839078,B
1365588952,A
1535360454,F
975996201,D
198543158,B
1104989434,A
539244539,F
1054415841,A
1269366921,F
822584563,F
757953476,F
241996518,B
1196571089,B
1258748481,F
715913893,F
1241209969,D
1242418687,F
480685697,B
43166251,A
134016749,C
1230370863,A
414962549,D
1221720638,A
163580678,D
965973246,B
1480956538,B
176270378,B
1051095704,B
950150209,C
819380173,C
610943476,F
1160893620,A
203124511,C
974481434,C
1444604947,C
1340454575,A
1120411146,B
1487578012,F
1371836290,C
1462259164,C
463873453,B
1113648540,F
1341650590,F
205076634,A
1489404903,B
1483712034,C
932501475,A
92548895,F
147719456,D
1124540292,D
78206975,D
190794250,A
1337982071,F
204949145,D
341412909,A
1442379086,F
247654045,F
447028072,C
1037613701,F
484900274,B
772581298,F
1365589993,F
272967185,B
1029555074,C
161443033,B
1347158532,D
18353536,B
60403181,D
1148336142,B
383849897,A
163784384,B
254291321,D
1491487481,B
1415268179,F
1191460774,A
47118975,F
593715629,A
1241601438,F
1368273326,B
556029666,F
1279491730,C
669806765,D
498280329,A
463652388,B
1241126623,C
1260965322,F
1295201166,D
341068309,A
522152851,D
1425828822,D
364749699,C
1189234444,B
1077509320,F
641969188,D
1077822073,C
1218422570,D
1394991506,D
1244952169,F
1067383329,B
1505230212,D
1344530582,A
377797149,B
739220575,F
632155163,B
733145346,F
1096041717,D
991566579,D
700793198,C
365257370,F
1273879976,F
884559602,C
799155837,D
538726835,B
489438406,F
1407063819,B
1136847867,C
687060035,D
869926488,B
229222723,B
967252913,B
1308984456,D
493477430,A
733557021,C
243699473,B
1002123570,B
1289856802,A
806126858,D
676532533,F
1089396464,C
804630253,C
568635783,C
619159426,D
48956109,B
1268342056,A
1480481396,B
682549631,A
968880603,D
1208881779,B
262560139,A
628652435,A
780832061,B
530698995,C
61455668,D
740237801,A
641398689,A
1205465388,A
1169748958,B
1298211129,F
1111283475,D
284476643,F
1018096647,B
539916966,B
146887623,C
1195465505,D
540419153,B
652222056,C
442870258,C
1300036136,B
51889433,F
129869589,C
1296410772,A
432939948,B
1533663165,D
1434588827,D
1346178578,A
395285142,D
1273221589,F
675846030,B
569082002,F
1377125356,C
1151686760,B
637065364,C
1259268595,F
1369270212,B
1199129606,A
1407130022,C
832804444,F
370811977,B
1051202718,F
1486285967,C
528098413,C
95056093,A
559289911,B
394233103,A
190453279,C
1363023631,C
41589560,A
1314807571,F
1030958406,A
1021748674,B
1038238691,D
825157927,B
1176625588,A
637707788,D
1239098384,B
114012256,A
1307772543,C
1237811200,B
265256544,F
966003982,C
554354299,C
463898663,F
752698220,A
893546017,A
823775404,C
1213233918,B
219145169,A
330100372,B
623685641,D
1241261475,C
38821957,C
132580709,A
618933597,A
1529323405,F
221962933,C
1540052842,B
1230138513,A
54223977,B
1107959853,C
988451452,C
871120848,C
814544719,C
1414557458,D
1049344715,F
1015581262,A
432164343,F
1217048457,D
161188688,C
544057083,C
528683133,F
865445140,D
142307877,B
753118973,B
236659121,D
1537217731,F
773372799,F
352352001,A
1430572535,D
103775687,C
151630744,D
745096836,D
1415574565,A
144816933,F
33787384,F
1135423596,C
1529834202,A
1330649152,D
331737785,D
797568334,B
894331699,C
432190272,F
1415964071,D
230169535,A
1303761066,F
333931681,C
796234338,B
540093865,B
976326802,C
344001543,C
106020833,B
735521352,C
1167748987,F
1384318914,D
687000290,C
1075920685,A
117646100,F
1354306176,D
132428741,B
1207656733,F
348661021,F
1146996422,F
262613345,A
1379784953,C
1263075319,B
148416058,F
608741661,C
114644803,B
103822552,F
183688621,C
125499920,B
764479102,F
1236293453,B
526019708,F
102536084,A
1080520866,C
148240877,C
1080035696,C
168968936,F
1410440060,F
1372462254,F
1346571615,C
1068783642,F
775021884,F
603556727,D
210509120,F
1456603285,A
899910785,C
1116265167,F
1396052595,D
287222535,C
248568096,B
18148469,C
1411136741,A
615697721,C
859769285,C
933644037,A
1423054140,A
963922036,C
626476450,A
1125778759,B
959880793,B
1526491091,B
1124494191,C
378158558,D
272571779,A
545392263,D
656569300,F
452375112,F
922983591,F
863434659,F
454068661,D
604023160,C
1078497688,C
572588896,D
840725860,D
686457416,F
1004826695,F
879106385,B
1025462159,B
371944809,D
281148398,D
1195197835,D
609242077,D
525201734,A
92841329,C
429926903,F
261283100,D
490688404,A
1354670970,B
813438204,C
1519072564,D
1139969785,B
84983525,B
424496059,C
545164508,C
1429260965,D
605410304,A
1112061729,C
350112933,D
1472822701,D
404818551,D
732317146,B
75734868,B
1458047403,B
1278196116,D
1075619783,A
495666660,F
650660188,B
551084236,F
100964254,D
264039815,D
1163902795,C
871732761,C
1204952442,A
858469523,A
1322217228,A
398693448,B
51318070,D
567010915,F
678821362,A
1547322077,F
812056680,C
131829879,B
620708825,A
432403490,C
818188179,F
166514306,B
374683646,C
1401266350,B
552059605,D
565673619,F
544330744,A
879399713,D
918014367,F
635576130,B
339455939,F
849167887,B
939100385,A
816989213,D
694540578,C
287028952,D
103146739,F
1388365746,B
1348254291,D
192532718,B
720720173,D
23315284,B
1241148597,D
1544820087,D
301561357,C
1400983741,D
1071802186,F
101186902,D
1440723823,A
58277151,A
582286505,D
1537047315,C
698823498,D
456410753,F
1241069588,A
969485537,D
294499269,F
1287881338,D
1466426321,A
137965895,A
353580642,B
778379712,C
243870384,F
1002752175,D
1188619913,F
537994751,C
1398606135,A
1272015130,D
747848829,F
789822468,D
1402470509,F
822565270,D
49539770,A
843962009,A
312647144,F
1320466988,D
725244679,F
598081532,B
1114988926,F
19210424,A
646608948,B
274743930,B
1506883744,F
1114012220,F
230279820,A
1141095897,B
121256395,A
1347575251,C
1318030047,B
343157409,D
1542059220,F
265578465,D
975875948,A
347011880,F
1363435466,F
353320783,B
1065952299,F
753058951,A
817227278,F
319952748,F
289060554,F
483996395,D
1455844046,A
1441286550,B
1125787005,F
314242578,B
117324786,C
23981305,D
985181259,C
955807139,A
1149258435,C
1094784533,F
708038337,B
506038978,A
603890879,F
1024890393,A
316419096,F
834929734,B
710961464,C
370326153,C
694727187,D
386309566,B
466562122,D
655537963,A
1021991399,D
1100015359,F
662890544,D
1550423550,F
194794501,F
1348202943,F
1078778841,A
308512573,F
1155386815,A
309873734,D
1373506642,D
1062595299,D
944895967,D
839983691,C
1197611418,A
705773942,D
857814500,B
137287755,C
1332919706,C
1132454311,B
762784043,D
1435489242,F
170950144,D
27233227,D
516610420,A
143792828,A
574001257,F
1144004778,D
441511987,D
815781426,F
1453389169,F
242941099,D
1554082569,B
203152979,A
450469357,C
599260683,C
1135796620,C
552013754,F
240161918,D
1118228898,C
1413767079,C
148638817,A
1445065159,D
1375982575,C
1097747564,C
321209839,C
1502521478,C
302379500,D
1485962853,D
1530397523,B
1411661959,C
924926041,A
473218423,C
503373736,D
1294793486,A
50122717,D
780137689,D
619520943,F
618735396,C
425504872,B
1394671816,C
573602282,A
438205226,B
1084887029,A
31591858,F
5854642,F
1216370029,D
1937103,F
706838411,F
937933162,B
976361406,F
517186914,D
1322475724,B
1470475955,C
76479169,A
844915019,B
1174346216,B
1282463353,B
283900694,D
1487770113,F
883696878,C
1486008325,D
1292208278,A
761834527,F
222934994,F
631037027,C
540300157,F
130655920,C
89846039,D
452699954,A
1475608073,A
916751926,D
482468392,A
1388768672,D
301230327,A
1362147239,F
481781085,B
120529439,A
1204432182,B
101602371,A
357899392,F
658403215,F
1361990786,D
574685778,F
341556410,F
652165309,B
765942833,B
330705551,A
797653770,C
729961731,F
1002351709,F
571837236,B
820844319,C
191151837,B
158638063,F
998603729,B
1272365563,B
865260901,B
252927987,C
671035179,B
201633153,C
6998089,D
497130268,D
941873302,B
406909882,B
598817871,F
461095508,F
141439891,F
1174794826,A
795824084,F
270624206,B
1009588802,B
203254920,D
1507370142,B
918789400,F
1381132915,B
169155694,C
253731393,F
1063198324,F
1473559490,D
282728522,C
875056311,B
54820403,D
211336957,D
103474864,A
1533622094,D
704798095,D
672239509,F
1222458393,C
1147936412,D
1340554255,A
302709582,A
952665586,B
637558925,A
1354839395,C
1068582163,F
1133604863,B
1382808173,A
716216099,D
1363089529,A
1221177681,F
363207826,A
677507347,D
518995707,F
1063869580,F
503434545,A
523215585,C
581851872,F
1087106181,C
365370113,F
642367146,A
659899803,C
1229327329,D
1007981734,D
134021893,B
1148845120,B
179095486,D
90412221,B
1049925856,D
190429180,B
1500983655,A
131519479,A
1371025823,F
592047371,D
693570425,C
492356853,D
536316621,F
977043276,B
508126896,F
1143562461,C
1144727817,B
375707533,B
1389854954,F
971130014,F
280264237,A
1474732660,B
436866327,C
277925514,A
1177635153,D
974994583,F
249782391,B
220676904,A
69094336,A
88531200,C
778602768,F
391108292,B
565786901,B
30124857,D
610681520,C
781492487,D
801098707,A
1294125501,D
1141423694,F
1184168346,F
427697972,C
686006792,F
356714528,C
678562593,D
738246683,F
1031538660,B
1539171864,A
301901345,C
552399629,D
450152507,C
913441271,C
1301916140,B
1159340518,D
972999559,B
859353424,A
332397992,F
889428188,F
705666602,A
324659515,A
461453012,C
300499331,A
1340134734,A
1118321043,D
1236574658,C
364837774,F
965567977,F
772255790,F
1474038441,A
736109628,D
472318261,D
957601138,F
116696601,D
65448313,D
647479107,C
349922358,D
946886572,B
1477330461,C
1465290719,B
357856126,B
809455756,D
1057274709,D
1165694100,F
1079533708,D
851891613,D
93394120,F
392714862,B
839250494,D
639638346,A
705094223,B
383554394,F
1555219439,B
945055759,C
277893560,F
524863135,F
477865913,D
205319573,A
378927873,D
1334444689,C
1161987754,D
1193237201,A
1455813205,D
1139484822,C
550924235,C
837980104,B
1220981298,D
1530451718,F
1079136027,D
39796596,C
1168394528,B
1412603454,A
1164045146,D
288065475,D
1193738403,B
595651123,B
149857754,B
1172350489,F
775640869,F
410108656,B
801598974,A
593990101,B
1286369268,F
54163477,F
996697428,C
730985092,C
906587252,A
1131092254,B
105532103,D
1078020697,B
986636932,F
36173616,F
148748342,D
647217186,D
1115184023,B
1272997176,C
103228780,B
98375969,D
1442896752,B
905698744,B
748195037,C
132517487,C
767235058,B
32117796,C
1399130043,C
1413664566,C
120460203,F
1448835619,C
739517021,F
1333658465,B
918047201,B
397533158,D
112864325,D
119267453,B
913031710,A
304015888,D
1052077885,F
621855771,B
179346715,B
342737033,C
1423477849,F
421057790,D
1086077430,C
619242680,A
721429896,A
1376141296,C
372846918,B
691333045,B
436750403,F
1217134943,C
648715594,A
1238755006,B
936247064,D
557198756,D
309253664,B
1246783971,F
839082695,A
404948160,C
137577549,A
959238441,F
651571673,A
586457576,B
1077567973,B
755340882,F
507335103,D
1425467815,C
982548507,B
1431504595,A
512550706,A
293510678,B
375181183,A
58209340,B
192278567,F
467638859,C
1253603293,A
1489930336,A
913567875,A
1147779424,F
943935772,B
607990652,F
1205556615,F
933402718,A
631346545,D
975772407,A
238697241,D
124761829,C
383516507,D
1288308012,B
1074393191,A
1030771031,F
39346391,B
1214481972,F
875611956,F
476590439,A
1401378470,F
154231344,B
652896678,F
1053714400,C
1307166032,C
1078958097,A
390538354,F
1029480257,D
820348838,A
1323259615,D
634080409,B
16231661,B
1033459299,C
969672928,A
284334528,D
1394491817,D
698999045,C
656338476,D
377770913,D
705634510,C
778227937,C
362468789,B
241321035,B
627906633,B
57059039,D
62131632,A
1048950316,D
465977156,D
179996215,D
476383046,C
157893968,B
1339959951,D
209119572,B
866412379,B
782690257,A
1362376083,D
1159908985,B
1425437704,C
1261601579,D
751766035,B
1512322083,A
1425927319,D
145434803,B
1343988085,A
1159940944,B
723578877,B
737703095,C
621919827,D
266432167,A
32127158,A
943164534,F
581906165,D
777083856,B
571655158,A
673286073,F
1534860487,F
508496159,B
458976172,F
1482277549,F
585846260,A
94360328,B
464031253,C
890496892,F
387031306,F
448767969,A
823876534,C
359594327,A
771966992,D
1327099861,C
515051267,F
1460426457,C
61991728,A
346302206,A
1519171346,B
12672638,C
628159898,D
625414072,F
659012710,B
957573482,D
653110204,A
1162862168,F
474415234,B
827448445,B
1162297091,B
875635780,D
953970430,A
438477856,F
448191544,B
1202546030,F
979325298,C
539019733,D
409049719,C
127929180,D
263504061,F
433090585,B
370608016,C
1479935240,B
1212892317,A
573853056,D
1131843988,B
516832855,D
1017392884,A
992460549,F
533138653,B
630217130,F
97302905,F
16946169,D
767090124,A
745468156,B
456670817,A
634160754,B
535615426,D
492995385,A
1070901404,B
707958998,C
718955637,D
459055362,D
966929592,A
803035369,D
821889644,B
521851108,C
640348912,B
685372629,C
356408741,B
634704896,F
331541997,A
1306907231,F
1456754024,F
1277753973,F
451639399,A
72153250,C
1448088751,A
506118914,C
710129706,F
733647391,B
891882961,B
978652723,C
8892591,B
392829531,D
88907612,A
1521549579,A
1500525077,D
239369483,C
300794815,B
443566204,B
141545770,A
723297723,A
418394687,D
1368814678,D
1046432958,B
265910769,C
396676082,C
756889400,C
1290219992,A
1406697970,C
1347144301,C
18310980,D
1504185064,F
1258378082,A
1270570399,D
855393996,B
214011070,A
1019239237,D
1510575010,A
983073759,A
217248076,D
369618940,B
358590694,B
1021952814,B
274598175,C
669970603,D
721481957,D
777364817,B
89353600,A
549035010,A
478030066,B
721866183,A
703401466,A
1070461198,A
494501061,F
1430780340,C
770855865,C
422108724,A
659818484,F
1085647618,C
1252850978,F
1043094699,B
35839897,D
390286970,D
1538792689,A
1268841507,A
909749227,C
1019936237,B
104400423,D
1210044198,D
1326312924,B
195609341,D
1542226493,A
129464663,F
177535851,C
519909576,C
1199031966,F
101135748,D
446877123,D
247030672,C
1310459897,A
672538527,C
1274761087,C
848977024,B
948329023,F
1090088808,F
1391057160,C
605095709,D
318075060,B
1344738141,C
42239302,D
876528594,D
860192943,D
976837444,D
114391233,D
863803514,A
92696837,A
1376911059,F
911447998,D
1510475097,A
297797204,D
722879467,F
1213232817,D
111192348,B
570585131,D
229816585,B
1443815833,F
363281398,B
404884268,C
1287816131,A
519514465,B
1074800225,D
84898641,A
411413285,A
1157378569,A
1176029736,B
173482344,D
1015059896,D
405461332,C
255712610,F
203588833,A
766080628,B
521729220,F
1277588957,A
72256135,B
330037169,B
660445926,F
787370431,D
